STA_SEQ,SAMPLE,SAMPLE_YEAR,SAMPLE_METHOD,METRIC,METRIC_VALUE,DATA_USE_FLAG,COMMENT_BUG,COMMENT_FISH
14482,FISH,2016,1PassAllSpecies,FISH_BCG,3,0,,BCG Mem = 1 
18883,FISH,2015,1PassAllSpecies,FISH_BCG,3,1,,Tier membership <75% BCG Mem = 0.5 
14179,FISH,2016,1PassAllSpecies,FISH_BCG,3,0,,BCG Mem = 1 
15035,FISH,2016,1PassAllSpecies,FISH_BCG,3,1,,Tier membership <75% BCG Mem = 0.5 
18903,FISH,2015,1PassAllSpecies,FISH_BCG,4,0,,BCG Mem = 1 
18877,FISH,2015,1PassAllSpecies,FISH_BCG,3,0,,BCG Mem = 1 
16972,FISH,2015,1PassAllSpecies,FISH_BCG,3,0,,BCG Mem = 1 
16725,FISH,2016,1PassAllSpecies,FISH_BCG,3,1,,Sample length <85m BCG Mem = 0.88 
19017,FISH,2016,1PassAllSpecies,FISH_BCG,5,0,,BCG Mem = 1 
14456,FISH,2016,1PassAllSpecies,FISH_BCG,4,1,,Sample length >=200m; fry eval sample BCG Mem = 1 
14800,FISH,2016,1PassAllSpecies,FISH_BCG,5,1,, fry eval sample BCG Mem = 1 
18507,FISH,2016,1PassAllSpecies,FISH_BCG,2,0,,BCG Mem = 0.75 
14212,FISH,2016,1PassAllSpecies,FISH_BCG,3,1,,Sample length <85m BCG Mem = 0.75 
14209,FISH,2016,1PassAllSpecies,FISH_BCG,3,0,,BCG Mem = 0.75 
14792,FISH,2016,1PassAllSpecies,FISH_BCG,3,0,,BCG Mem = 1 
15269,FISH,2016,1PassAllSpecies,FISH_BCG,4,0,,BCG Mem = 1 
19018,FISH,2016,1PassAllSpecies,FISH_BCG,4,0,,BCG Mem = 1 
14129,FISH,2016,1PassAllSpecies,FISH_BCG,3,1,,BN Fry stocked annually BCG Mem = 1 
14280,FISH,2016,1PassAllSpecies,FISH_BCG,3,1,,fry stocked stream BCG Mem = 0.8 
16000,FISH,2015,1PassAllSpecies,FISH_BCG,5,0,,BCG Mem = 1 
18893,FISH,2015,1PassAllSpecies,FISH_BCG,3,0,,BCG Mem = 1 
15858,FISH,2015,1PassAllSpecies,FISH_BCG,4,0,,BCG Mem = 1 
15357,FISH,2016,1PassAllSpecies,FISH_BCG,4,0,,BCG Mem = 1 
16477,FISH,2015,1PassAllSpecies,FISH_BCG,4,0,,BCG Mem = 1 
16045,FISH,2015,1PassAllSpecies,FISH_BCG,4,1,,Sample length <85m; Tier membership <75% BCG Mem = 0.69 
14361,FISH,2016,1PassAllSpecies,FISH_BCG,4,0,,new Gambusia affinis record BCG Mem = 1 
14553,FISH,2015,1PassAllSpecies,FISH_BCG,4,0,,high conductivity BCG Mem = 1 
14360,FISH,2016,1PassAllSpecies,FISH_BCG,4,0,,BCG Mem = 1 
14362,FISH,2016,1PassAllSpecies,FISH_BCG,5,0,,BCG Mem = 1 
14157,FISH,2015,1PassAllSpecies,FISH_BCG,6,1,,Sample length <85m; <20 fish (not dry) BCG Mem = 1 
16588,FISH,2015,1PassAllSpecies,FISH_BCG,6,1,,Sample length <85m; <20 fish (not dry) BCG Mem = 1 
18463,FISH,2015,1PassAllSpecies,FISH_BCG,5,0,,high conductivity BCG Mem = 1 
16663,FISH,2015,1PassAllSpecies,FISH_BCG,5,0,,BCG Mem = 1 
17718,FISH,2015,1PassAllSpecies,FISH_BCG,5,1,,Sample length <85m BCG Mem = 1 
15111,FISH,2015,1PassAllSpecies,FISH_BCG,4,0,,BCG Mem = 0.98 
18919,FISH,2015,1PassAllSpecies,FISH_BCG,4,1,,<0.45 mi2 BCG Mem = 1 
16753,FISH,2015,1PassAllSpecies,FISH_BCG,5,0,,BCG Mem = 1 
19026,FISH,2016,1PassAllSpecies,FISH_BCG,4,0,,BCG Mem = 1 
15239,FISH,2016,1PassAllSpecies,FISH_BCG,5,0,,BCG Mem = 1 
18896,FISH,2015,1PassAllSpecies,FISH_BCG,4,1,,Sample length <85m; Tier membership <75% BCG Mem = 0.67 
18971,FISH,2016,1PassAllSpecies,FISH_BCG,5,0,,BCG Mem = 1 
15389,FISH,2015,1PassAllSpecies,FISH_BCG,4,1,,Tier membership <75% BCG Mem = 0.7 
14149,FISH,2015,1PassAllSpecies,FISH_BCG,4,0,,BCG Mem = 1 
16002,FISH,2015,1PassAllSpecies,FISH_BCG,5,1,,Sample length <85m BCG Mem = 1 
14740,FISH,2016,1PassAllSpecies,FISH_BCG,3,1,,Tier membership <75% BCG Mem = 0.5 
14741,FISH,2016,1PassAllSpecies,FISH_BCG,3,1,,Tier membership <75% BCG Mem = 0.5 
